system,sample_id,question_type,prediction,gold_answer,exact_match,f1_score,time_seconds
Simplified Self-RAG,150,bridge,yes,yes,1.0,1.0,2.5345155557149353
Simplified Self-RAG,151,bridge,3677,3677,1.0,1.0,2.9252042384094743
Simplified Self-RAG,152,bridge,1986 to 2013,1986 to 2013,1.0,1.0,3.3998846534287854
Simplified Self-RAG,153,bridge,Eenasul Fateh,Eenasul Fateh,1.0,1.0,3.0571346414083744
Simplified Self-RAG,154,bridge,no,no,1.0,1.0,2.8909377747811096
Simplified Self-RAG,155,bridge,YG Entertainment,YG Entertainment,1.0,1.0,3.3398060404253136
Simplified Self-RAG,156,bridge,1999,1999,1.0,1.0,3.2478459923393634
Simplified Self-RAG,157,bridge,Greenwich Village,Greenwich Village,1.0,1.0,2.9817702654079135
Simplified Self-RAG,158,bridge,David Weissman,David Weissman,1.0,1.0,3.1815551868769365
Simplified Self-RAG,159,bridge,no,no,1.0,1.0,3.1794783044746877
Simplified Self-RAG,160,bridge,Kansas Song,Kansas Song,1.0,1.0,3.6845035811167306
Simplified Self-RAG,161,bridge,Animorphs,Animorphs,1.0,1.0,2.780034492349175
Simplified Self-RAG,162,bridge,yes,yes,1.0,1.0,3.1248729201922765
Simplified Self-RAG,163,bridge,Chief of Protocol,Chief of Protocol,1.0,1.0,3.2793671316206097
Simplified Self-RAG,164,bridge,Terry Richardson,Terry Richardson,1.0,1.0,2.7793166230766624
Simplified Self-RAG,165,bridge,yes,yes,1.0,1.0,2.7532144830450465
Simplified Self-RAG,166,bridge,3677,3677,1.0,1.0,3.2645203631349267
Simplified Self-RAG,167,bridge,1986 to 2013,1986 to 2013,1.0,1.0,3.2923175805560114
Simplified Self-RAG,168,bridge,Unknown,Eenasul Fateh,0.0,0.16565132312776118,3.2012579861600696
Simplified Self-RAG,169,bridge,yes,no,0.0,0.1604543063564761,3.2290908147575044
Simplified Self-RAG,170,bridge,Not stated,YG Entertainment,0.0,0.20406136724260937,3.331892545936717
Simplified Self-RAG,171,bridge,I dont know,1999,0.0,0.12041712164865107,3.2245381050742448
Simplified Self-RAG,172,bridge,yes,Greenwich Village,0.0,0.1548444331439496,3.3561180681559386
Simplified Self-RAG,173,bridge,yes,David Weissman,0.0,0.26624660992217897,3.1077361262601793
Simplified Self-RAG,174,bridge,no,no,0.0,0.26084664081190523,3.457511219033923
Simplified Self-RAG,175,bridge,yes,Kansas Song,0.0,0.14987213647250655,3.2406842584550315
Simplified Self-RAG,176,bridge,no,Animorphs,0.0,0.23426713131723154,3.1977842818402196
Simplified Self-RAG,177,bridge,yes,yes,0.0,0.13524419497484122,3.0103587584573157
Simplified Self-RAG,178,bridge,no,Chief of Protocol,0.0,0.22279391638600382,3.275957606606996
Simplified Self-RAG,179,bridge,I dont know,Terry Richardson,0.0,0.20300679668704413,3.3151585012512834
Simplified Self-RAG,180,bridge,no,yes,0.0,0.2633796196712481,3.7296971193300896
Simplified Self-RAG,181,bridge,yes,3677,0.0,0.23117853851206224,3.732327203445608
Simplified Self-RAG,182,bridge,no,1986 to 2013,0.0,0.2655583772350865,2.8883449194480244
Simplified Self-RAG,183,bridge,yes,Eenasul Fateh,0.0,0.3029441546068175,3.295618828374399
Simplified Self-RAG,184,bridge,I dont know,no,0.0,0.2257369465018487,3.015437012274507
Simplified Self-RAG,185,bridge,Unknown,YG Entertainment,0.0,0.2251593456824828,3.2494380361129163
Simplified Self-RAG,186,bridge,no,1999,0.0,0.18933088830332545,2.3307772557593776
Simplified Self-RAG,187,bridge,no,Greenwich Village,0.0,0.12519929556861198,3.2405328751572067
Simplified Self-RAG,188,bridge,I dont know,David Weissman,0.0,0.1303802610891953,2.9746686624351333
Simplified Self-RAG,189,bridge,Not stated,no,0.0,0.28005864781775924,3.1808477950167755
Simplified Self-RAG,190,bridge,Not stated,Kansas Song,0.0,0.2711055927292333,3.316413230277205
Simplified Self-RAG,191,bridge,I dont know,Animorphs,0.0,0.26652706927220393,3.19898755426785
Simplified Self-RAG,192,bridge,I dont know,yes,0.0,0.21654904906210004,2.9588739511070776
Simplified Self-RAG,193,bridge,I dont know,Chief of Protocol,0.0,0.12379134730392807,3.064846461107876
Simplified Self-RAG,194,bridge,Unknown,Terry Richardson,0.0,0.11253043003317059,3.0400719172214417
Simplified Self-RAG,195,bridge,yes,yes,0.0,0.2744661836180116,3.392849327129347
Simplified Self-RAG,196,bridge,I dont know,3677,0.0,0.19670468026516968,2.967992688587183
Simplified Self-RAG,197,bridge,Unknown,1986 to 2013,0.0,0.23711702122028916,2.977690301828053
Simplified Self-RAG,198,bridge,Unknown,Eenasul Fateh,0.0,0.25146172874121536,2.991144679491249
Simplified Self-RAG,199,bridge,Not stated,no,0.0,0.14522739221721184,3.2988158777312546
Simplified Self-RAG,200,bridge,I dont know,YG Entertainment,0.0,0.3030947462476155,3.1773563690926214
Simplified Self-RAG,201,bridge,Not stated,1999,0.0,0.2331824708107102,3.0902151549082095
Simplified Self-RAG,202,bridge,Unknown,Greenwich Village,0.0,0.2649282900743149,3.4056017659747706
Simplified Self-RAG,203,bridge,Not stated,David Weissman,0.0,0.19711489860077885,3.6625216217782395
Simplified Self-RAG,204,bridge,no,no,0.0,0.16367910760984505,3.2704048189286405
Simplified Self-RAG,205,bridge,yes,Kansas Song,0.0,0.27614620377812066,3.032988381024964
Simplified Self-RAG,206,bridge,Unknown,Animorphs,0.0,0.165785649838494,3.1036498114198294
Simplified Self-RAG,207,bridge,Unknown,yes,0.0,0.15877268783819118,3.4168521744421234
Simplified Self-RAG,208,bridge,Unknown,Chief of Protocol,0.0,0.22396992893566442,3.6076212957745577
Simplified Self-RAG,209,bridge,Unknown,Terry Richardson,0.0,0.17727932397827503,3.7140906159467786
Simplified Self-RAG,210,bridge,no,yes,0.0,0.2801905672624918,3.212234840489094
Simplified Self-RAG,211,bridge,I dont know,3677,0.0,0.20750998647826885,3.1876339758939403
Simplified Self-RAG,212,bridge,I dont know,1986 to 2013,0.0,0.2695664713656193,2.9303429186691448
Simplified Self-RAG,213,bridge,Not stated,Eenasul Fateh,0.0,0.16593169760751716,2.775282808564494
Simplified Self-RAG,214,bridge,I dont know,no,0.0,0.2502367500664403,2.8960093060867482
Simplified Self-RAG,215,bridge,Not stated,YG Entertainment,0.0,0.22115820558391674,2.9542611400824295
Simplified Self-RAG,216,bridge,yes,1999,0.0,0.29961251555540624,3.247485480002952
Simplified Self-RAG,217,bridge,Unknown,Greenwich Village,0.0,0.15827121007453596,3.2868630089399242
Simplified Self-RAG,218,bridge,no,David Weissman,0.0,0.20771556936975744,2.4688475701961545
Simplified Self-RAG,219,bridge,Unknown,no,0.0,0.24812186788930457,2.827810011065646
Simplified Self-RAG,220,bridge,yes,Kansas Song,0.0,0.19963490991731414,2.4216718552026086
Simplified Self-RAG,221,bridge,no,Animorphs,0.0,0.1286106701109343,2.262778489069727
Simplified Self-RAG,222,bridge,no,yes,0.0,0.1908802257355856,2.999873194745587
Simplified Self-RAG,223,bridge,Not stated,Chief of Protocol,0.0,0.17124120602601767,3.3596806515891022
Simplified Self-RAG,224,bridge,Not stated,Terry Richardson,0.0,0.18380409013220736,2.4697567628764405
Simplified Self-RAG,225,bridge,Unknown,yes,0.0,0.21618438622915354,3.1058001794660126
Simplified Self-RAG,226,bridge,Not stated,3677,0.0,0.3093262927918664,2.6466418066384363
Simplified Self-RAG,227,bridge,Unknown,1986 to 2013,0.0,0.176158259439186,2.9795959883053063
Simplified Self-RAG,228,bridge,I dont know,Eenasul Fateh,0.0,0.16418328539523924,2.8919416419767723
Simplified Self-RAG,229,bridge,no,no,0.0,0.15610760825970152,3.065224049004245
Simplified Self-RAG,230,bridge,Not stated,YG Entertainment,0.0,0.17310958880119728,2.895724295066076
Simplified Self-RAG,231,bridge,no,1999,0.0,0.3001755120786869,3.1486267751478922
Simplified Self-RAG,232,bridge,Unknown,Greenwich Village,0.0,0.14830819460210892,3.6123728339594017
Simplified Self-RAG,233,bridge,Not stated,David Weissman,0.0,0.16529992539373783,2.842556861592763
Simplified Self-RAG,234,bridge,Not stated,no,0.0,0.30532140457661133,2.9315580446976006
Simplified Self-RAG,235,bridge,yes,Kansas Song,0.0,0.22935814810246033,3.430929999300788
Simplified Self-RAG,236,bridge,I dont know,Animorphs,0.0,0.27652567266541356,3.221105792805127
Simplified Self-RAG,237,bridge,no,yes,0.0,0.15549663269651093,3.0616883986534607
Simplified Self-RAG,238,bridge,Not stated,Chief of Protocol,0.0,0.17045351775608708,3.2656013463734173
Simplified Self-RAG,239,bridge,yes,Terry Richardson,0.0,0.1353165919695963,3.41084376804924
Simplified Self-RAG,240,bridge,Not stated,yes,0.0,0.3048589862205476,2.8627515816033657
Simplified Self-RAG,241,bridge,no,3677,0.0,0.16842732891055548,3.5016019169337413
Simplified Self-RAG,242,bridge,Unknown,1986 to 2013,0.0,0.23757393102118546,2.551971770228863
Simplified Self-RAG,243,bridge,yes,Eenasul Fateh,0.0,0.13051752935755212,2.6930857078841632
Simplified Self-RAG,244,bridge,Unknown,no,0.0,0.22481284392526643,3.5142764834282567
Simplified Self-RAG,245,bridge,I dont know,YG Entertainment,0.0,0.2057428417212796,3.2023742653761054
Simplified Self-RAG,246,bridge,yes,1999,0.0,0.14687273407801632,2.6036751198967716
Simplified Self-RAG,247,bridge,Unknown,Greenwich Village,0.0,0.1604956780985945,2.767376437901736
Simplified Self-RAG,248,bridge,yes,David Weissman,0.0,0.13281742814498487,3.1424755007205283
Simplified Self-RAG,249,bridge,yes,no,0.0,0.19014148845038792,3.2004187925245384
Simplified Self-RAG,250,bridge,yes,Kansas Song,0.0,0.2254042312941636,2.524764041942254
Simplified Self-RAG,251,bridge,Not stated,Animorphs,0.0,0.14034540139019125,3.293644574854533
Simplified Self-RAG,252,bridge,yes,yes,0.0,0.29982512847160625,3.457799608812767
Simplified Self-RAG,253,bridge,yes,Chief of Protocol,0.0,0.308783624542044,2.718404966601714
Simplified Self-RAG,254,bridge,Unknown,Terry Richardson,0.0,0.2216146069235257,2.6459640244512252
Simplified Self-RAG,255,bridge,Not stated,yes,0.0,0.23126353024859253,3.494481665918515
Simplified Self-RAG,256,bridge,Not stated,3677,0.0,0.1551374274130069,2.536640589695029
Simplified Self-RAG,257,bridge,Unknown,1986 to 2013,0.0,0.18607560522930985,2.960940311724445
Simplified Self-RAG,258,bridge,Not stated,Eenasul Fateh,0.0,0.16947062650347744,3.261494718316994
Simplified Self-RAG,259,bridge,I dont know,no,0.0,0.3080062520933596,3.0131246493323776
Simplified Self-RAG,260,bridge,yes,YG Entertainment,0.0,0.2237258941248466,3.3103874449118376
Simplified Self-RAG,261,bridge,yes,1999,0.0,0.23192618244902605,3.342958254678625
Simplified Self-RAG,262,bridge,no,Greenwich Village,0.0,0.2995180400650756,3.252752859170952
Simplified Self-RAG,263,bridge,I dont know,David Weissman,0.0,0.23510300608132062,3.0299728068867804
Simplified Self-RAG,264,bridge,no,no,0.0,0.24208562743840728,2.946669404800098
Simplified Self-RAG,265,bridge,Not stated,Kansas Song,0.0,0.15797303553493847,3.219045417510055
Simplified Self-RAG,266,bridge,yes,Animorphs,0.0,0.12501297378023357,2.6474852635356005
Simplified Self-RAG,267,bridge,Not stated,yes,0.0,0.1917035145320053,3.1902824045812355
Simplified Self-RAG,268,bridge,yes,Chief of Protocol,0.0,0.20398249580153716,3.1831265844839143
Simplified Self-RAG,269,bridge,I dont know,Terry Richardson,0.0,0.15629524691120514,3.3618485141388526
Simplified Self-RAG,270,bridge,Unknown,yes,0.0,0.2505975116187434,3.4945658774438484
Simplified Self-RAG,271,bridge,no,3677,0.0,0.12423595203069582,3.062016125315863
Simplified Self-RAG,272,bridge,Not stated,1986 to 2013,0.0,0.29478220889650975,2.511256218419949
Simplified Self-RAG,273,bridge,no,Eenasul Fateh,0.0,0.24223660857067353,3.0905288810940954
Simplified Self-RAG,274,bridge,Not stated,no,0.0,0.1950277932208423,3.4450180951863616
Simplified Self-RAG,275,bridge,no,YG Entertainment,0.0,0.15496189005320474,2.8994495187879474
Simplified Self-RAG,276,bridge,no,1999,0.0,0.2916822890425212,2.8923640294200883
Simplified Self-RAG,277,bridge,no,Greenwich Village,0.0,0.1242819673711628,3.260588264813112
Simplified Self-RAG,278,bridge,Not stated,David Weissman,0.0,0.26852571324648233,3.0261317588920624
Simplified Self-RAG,279,bridge,Not stated,no,0.0,0.25979154441392466,3.059388030822702
Simplified Self-RAG,280,bridge,Unknown,Kansas Song,0.0,0.2942385057935276,2.9691288170398806
Simplified Self-RAG,281,bridge,I dont know,Animorphs,0.0,0.13487073163494162,3.076508073393071
Simplified Self-RAG,282,bridge,I dont know,yes,0.0,0.24994673699514341,3.1426763235907544
Simplified Self-RAG,283,bridge,Unknown,Chief of Protocol,0.0,0.21009443542358508,2.5798651933251833
Simplified Self-RAG,284,bridge,Not stated,Terry Richardson,0.0,0.19755177271431956,3.4168835284191017
Simplified Self-RAG,285,bridge,Unknown,yes,0.0,0.11797215683672257,3.3841924818675464
Simplified Self-RAG,286,bridge,Not stated,3677,0.0,0.256906784657123,3.2548660405978564
Simplified Self-RAG,287,bridge,yes,1986 to 2013,0.0,0.16007358048240075,3.085472405010113
Simplified Self-RAG,288,bridge,Not stated,Eenasul Fateh,0.0,0.15578488314436537,2.2130196755716476
Simplified Self-RAG,289,bridge,yes,no,0.0,0.22742458634195667,2.7339228888745573
Simplified Self-RAG,290,bridge,I dont know,YG Entertainment,0.0,0.30991448337549027,2.9307709428766895
Simplified Self-RAG,291,bridge,no,1999,0.0,0.22524939692054935,2.759838847511309
Simplified Self-RAG,292,bridge,Unknown,Greenwich Village,0.0,0.2041001646503267,3.0898534149553547
Simplified Self-RAG,293,bridge,no,David Weissman,0.0,0.2932145575853535,2.7090548409766657
Simplified Self-RAG,294,bridge,Unknown,no,0.0,0.3093890949865127,2.6623630205279087
Simplified Self-RAG,295,bridge,Unknown,Kansas Song,0.0,0.23695694389081734,3.425267698952747
Simplified Self-RAG,296,bridge,Unknown,Animorphs,0.0,0.30381104721314073,2.8765778717153516
Simplified Self-RAG,297,bridge,I dont know,yes,0.0,0.17959221125893007,3.3986016074739362
Simplified Self-RAG,298,bridge,yes,Chief of Protocol,0.0,0.1742116511913143,3.831875373000119
Simplified Self-RAG,299,bridge,I dont know,Terry Richardson,0.0,0.2815466188800705,3.3423661530047357
Simplified Self-RAG,300,bridge,Unknown,yes,0.0,0.19232901795755872,3.1777747674909333
Simplified Self-RAG,301,bridge,Unknown,3677,0.0,0.16764355907229112,2.8228772892094955
Simplified Self-RAG,302,bridge,Not stated,1986 to 2013,0.0,0.2727132069475945,3.40092435957926
Simplified Self-RAG,303,bridge,yes,Eenasul Fateh,0.0,0.11733942606274171,3.640173922803955
Simplified Self-RAG,304,bridge,I dont know,no,0.0,0.17290343143403356,2.603133559204535
Simplified Self-RAG,305,bridge,Unknown,YG Entertainment,0.0,0.13318432028619154,2.7923560892441306
Simplified Self-RAG,306,bridge,yes,1999,0.0,0.2829821168103758,3.2085303193823886
Simplified Self-RAG,307,bridge,Not stated,Greenwich Village,0.0,0.2415320772966258,3.363156889218464
Simplified Self-RAG,308,bridge,yes,David Weissman,0.0,0.2023952689964288,2.7858940453704553
Simplified Self-RAG,309,bridge,I dont know,no,0.0,0.1475165082789054,3.4343225196369023
Simplified Self-RAG,310,bridge,Unknown,Kansas Song,0.0,0.23452677452034226,3.1238997884350623
Simplified Self-RAG,311,bridge,yes,Animorphs,0.0,0.23508174842900176,3.066085857932303
Simplified Self-RAG,312,bridge,Not stated,yes,0.0,0.15071164767005474,3.191446874447314
Simplified Self-RAG,313,bridge,I dont know,Chief of Protocol,0.0,0.13620264579008928,3.319261972616648
Simplified Self-RAG,314,bridge,Unknown,Terry Richardson,0.0,0.19762321901447563,2.845106678961677
Simplified Self-RAG,315,bridge,Not stated,yes,0.0,0.13428521667252394,3.045709543870639
Simplified Self-RAG,316,bridge,no,3677,0.0,0.2698627466548941,3.327610048991835
Simplified Self-RAG,317,bridge,yes,1986 to 2013,0.0,0.172150027678667,3.192211127827979
Simplified Self-RAG,318,bridge,yes,Eenasul Fateh,0.0,0.2204502818107466,3.3949991490241542
Simplified Self-RAG,319,bridge,yes,no,0.0,0.1549401318911569,3.4851019972693407
Simplified Self-RAG,320,bridge,yes,YG Entertainment,0.0,0.20228957883575666,2.8511486420800476
Simplified Self-RAG,321,bridge,no,1999,0.0,0.2395419377567517,2.63281411459814
Simplified Self-RAG,322,bridge,I dont know,Greenwich Village,0.0,0.20967510094143904,2.9241470213016343
Simplified Self-RAG,323,bridge,I dont know,David Weissman,0.0,0.21177440301390232,3.5184132004595146
Simplified Self-RAG,324,bridge,Unknown,no,0.0,0.19309806858707057,3.6430346244889593
Simplified Self-RAG,325,bridge,no,Kansas Song,0.0,0.30604892652067506,3.2256284974012055
Simplified Self-RAG,326,bridge,no,Animorphs,0.0,0.20135729454646267,3.463456276307853
Simplified Self-RAG,327,bridge,Not stated,yes,0.0,0.18671720264942998,3.669490694958621
Simplified Self-RAG,328,bridge,no,Chief of Protocol,0.0,0.2116481783185788,3.7708466794555795
Simplified Self-RAG,329,bridge,I dont know,Terry Richardson,0.0,0.2828053868857176,3.1031816871102094
Simplified Self-RAG,330,bridge,Unknown,yes,0.0,0.264535026535401,3.181193015215459
Simplified Self-RAG,331,bridge,Not stated,3677,0.0,0.17797504862285907,3.4644097311146727
Simplified Self-RAG,332,bridge,yes,1986 to 2013,0.0,0.16343453261338092,2.779244946591956
Simplified Self-RAG,333,bridge,I dont know,Eenasul Fateh,0.0,0.1665677966565653,3.6160297611923737
Simplified Self-RAG,334,bridge,Not stated,no,0.0,0.27749518452128424,2.693862863510383
Simplified Self-RAG,335,bridge,Unknown,YG Entertainment,0.0,0.3097804666458677,3.3402966211103213
Simplified Self-RAG,336,bridge,Unknown,1999,0.0,0.2830521189400485,2.819011907165777
Simplified Self-RAG,337,bridge,I dont know,Greenwich Village,0.0,0.21771611554077472,3.331826562498495
Simplified Self-RAG,338,bridge,Not stated,David Weissman,0.0,0.17648799114214986,3.2536348080210744
Simplified Self-RAG,339,bridge,I dont know,no,0.0,0.18544201084277717,3.144516033272375
Simplified Self-RAG,340,bridge,no,Kansas Song,0.0,0.2839203366468137,2.7601602901998077
Simplified Self-RAG,341,bridge,no,Animorphs,0.0,0.2243595283969802,2.898785461219287
Simplified Self-RAG,342,bridge,Unknown,yes,0.0,0.28120259519747565,3.244950192589975
Simplified Self-RAG,343,bridge,Unknown,Chief of Protocol,0.0,0.11872945981946036,3.5726893950631142
Simplified Self-RAG,344,bridge,Unknown,Terry Richardson,0.0,0.2510455762050005,3.0326991731783743
Simplified Self-RAG,345,bridge,no,yes,0.0,0.18721575049819644,3.7954974931556604
Simplified Self-RAG,346,bridge,yes,3677,0.0,0.2090657299232847,3.4650409323994804
Simplified Self-RAG,347,bridge,Not stated,1986 to 2013,0.0,0.1352492539618777,3.3888304708433585
Simplified Self-RAG,348,bridge,yes,Eenasul Fateh,0.0,0.17639894078627272,3.0969204665585544
Simplified Self-RAG,349,bridge,Unknown,no,0.0,0.28483807481086165,3.277743843452793
Simplified Self-RAG,350,bridge,Unknown,YG Entertainment,0.0,0.12994233954839565,3.2733259892487023
Simplified Self-RAG,351,bridge,no,1999,0.0,0.1130695195830521,3.2560243215240146
Simplified Self-RAG,352,bridge,no,Greenwich Village,0.0,0.19199572394927286,3.0505878322051814
Simplified Self-RAG,353,bridge,I dont know,David Weissman,0.0,0.12496564964874174,3.7413646302878774
Simplified Self-RAG,354,bridge,Unknown,no,0.0,0.1777122468102863,3.3823091584244196
Simplified Self-RAG,355,bridge,I dont know,Kansas Song,0.0,0.2399673305158545,2.93050541683779
Simplified Self-RAG,356,bridge,Not stated,Animorphs,0.0,0.2804682673131786,2.5658843327368985
Simplified Self-RAG,357,bridge,I dont know,yes,0.0,0.186001879504531,3.2585898781146896
Simplified Self-RAG,358,bridge,Unknown,Chief of Protocol,0.0,0.23535983580159753,3.282942198437547
Simplified Self-RAG,359,bridge,yes,Terry Richardson,0.0,0.28447660347970727,3.299008259353377
Simplified Self-RAG,360,bridge,no,yes,0.0,0.23349189232054463,3.1654026137036912
Simplified Self-RAG,361,bridge,I dont know,3677,0.0,0.2362322033709281,3.336965572059693
Simplified Self-RAG,362,bridge,yes,1986 to 2013,0.0,0.3094851845912431,2.999037626080529
Simplified Self-RAG,363,bridge,yes,Eenasul Fateh,0.0,0.19679429438462512,3.0801717393663246
Simplified Self-RAG,364,bridge,yes,no,0.0,0.2620739385988531,3.4596961321156017
Simplified Self-RAG,365,comparison,Kansas Song,Kansas Song,1.0,1.0,3.6490655378769903
Simplified Self-RAG,366,comparison,no,no,1.0,1.0,3.1746894750273844
Simplified Self-RAG,367,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,2.9781811117520456
Simplified Self-RAG,368,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.136304649035215
Simplified Self-RAG,369,comparison,3677,3677,1.0,1.0,3.4250784515020944
Simplified Self-RAG,370,comparison,Kansas Song,Kansas Song,1.0,1.0,3.025719656861422
Simplified Self-RAG,371,comparison,no,no,1.0,1.0,2.804693355382179
Simplified Self-RAG,372,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,2.8315359963140327
Simplified Self-RAG,373,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.274814146457355
Simplified Self-RAG,374,comparison,3677,3677,1.0,1.0,3.3744363190026103
Simplified Self-RAG,375,comparison,Kansas Song,Kansas Song,1.0,1.0,3.488359964685069
Simplified Self-RAG,376,comparison,no,no,1.0,1.0,2.963443331842802
Simplified Self-RAG,377,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.27607502646421
Simplified Self-RAG,378,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.6541565686135824
Simplified Self-RAG,379,comparison,3677,3677,1.0,1.0,2.8717861948024446
Simplified Self-RAG,380,comparison,Kansas Song,Kansas Song,1.0,1.0,3.276856379937134
Simplified Self-RAG,381,comparison,no,no,1.0,1.0,2.938484005581679
Simplified Self-RAG,382,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,2.54851513887172
Simplified Self-RAG,383,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.0877294580214314
Simplified Self-RAG,384,comparison,3677,3677,1.0,1.0,3.331831460181817
Simplified Self-RAG,385,comparison,Kansas Song,Kansas Song,1.0,1.0,3.2232256070400602
Simplified Self-RAG,386,comparison,no,no,1.0,1.0,3.549466892406096
Simplified Self-RAG,387,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,2.773186962151772
Simplified Self-RAG,388,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.228173513012735
Simplified Self-RAG,389,comparison,3677,3677,1.0,1.0,3.3198493957433293
Simplified Self-RAG,390,comparison,Kansas Song,Kansas Song,1.0,1.0,3.1926294637973314
Simplified Self-RAG,391,comparison,no,no,1.0,1.0,3.4190163757907173
Simplified Self-RAG,392,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.189993972914762
Simplified Self-RAG,393,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.2200851464909976
Simplified Self-RAG,394,comparison,3677,3677,1.0,1.0,2.860430065741731
Simplified Self-RAG,395,comparison,Kansas Song,Kansas Song,1.0,1.0,3.7829286777412925
Simplified Self-RAG,396,comparison,no,no,1.0,1.0,3.1422311699721988
Simplified Self-RAG,397,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.506750210009767
Simplified Self-RAG,398,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.8387352906566945
Simplified Self-RAG,399,comparison,3677,3677,1.0,1.0,2.8163058025355654
Simplified Self-RAG,400,comparison,Kansas Song,Kansas Song,1.0,1.0,2.8629321280647364
Simplified Self-RAG,401,comparison,no,no,1.0,1.0,3.3640245604778154
Simplified Self-RAG,402,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,2.698932221995922
Simplified Self-RAG,403,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.0641228950749593
Simplified Self-RAG,404,comparison,3677,3677,1.0,1.0,2.812429211695638
Simplified Self-RAG,405,comparison,Kansas Song,Kansas Song,1.0,1.0,2.691667851137908
Simplified Self-RAG,406,comparison,no,no,1.0,1.0,3.7121033092247453
Simplified Self-RAG,407,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,2.6386459272545904
Simplified Self-RAG,408,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.046377363990177
Simplified Self-RAG,409,comparison,3677,3677,1.0,1.0,3.014193848867748
Simplified Self-RAG,410,comparison,Kansas Song,Kansas Song,1.0,1.0,2.9649572081631907
Simplified Self-RAG,411,comparison,no,no,1.0,1.0,2.8669677305478003
Simplified Self-RAG,412,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.3642566053039547
Simplified Self-RAG,413,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.2587694280434576
Simplified Self-RAG,414,comparison,3677,3677,1.0,1.0,3.122239681675278
Simplified Self-RAG,415,comparison,Kansas Song,Kansas Song,1.0,1.0,3.0076677481478216
Simplified Self-RAG,416,comparison,no,no,1.0,1.0,3.4921333716099214
Simplified Self-RAG,417,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.07565028047455
Simplified Self-RAG,418,comparison,Greenwich Village,Greenwich Village,1.0,1.0,2.7633779746329967
Simplified Self-RAG,419,comparison,3677,3677,1.0,1.0,3.1428374611925287
Simplified Self-RAG,420,comparison,Kansas Song,Kansas Song,1.0,1.0,2.7707016079444515
Simplified Self-RAG,421,comparison,no,no,1.0,1.0,3.308165541704036
Simplified Self-RAG,422,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.517921910255693
Simplified Self-RAG,423,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.500076750067328
Simplified Self-RAG,424,comparison,3677,3677,1.0,1.0,2.941615234909709
Simplified Self-RAG,425,comparison,Kansas Song,Kansas Song,1.0,1.0,3.4523336533028885
Simplified Self-RAG,426,comparison,no,no,1.0,1.0,3.076202981621535
Simplified Self-RAG,427,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,3.252308860793757
Simplified Self-RAG,428,comparison,Greenwich Village,Greenwich Village,1.0,1.0,3.207674886087924
Simplified Self-RAG,429,comparison,3677,3677,1.0,1.0,4.131845006513557
Simplified Self-RAG,430,comparison,Kansas Song,Kansas Song,1.0,1.0,3.4306214323686333
Simplified Self-RAG,431,comparison,no,no,1.0,1.0,2.925925140667033
Simplified Self-RAG,432,comparison,Chief of Protocol,Chief of Protocol,1.0,1.0,2.745694371150024
Simplified Self-RAG,433,comparison,Greenwich Village,Greenwich Village,1.0,1.0,2.490231786310745
Simplified Self-RAG,434,comparison,3677,3677,1.0,1.0,2.9771513035110635
Simplified Self-RAG,435,comparison,I dont know,Kansas Song,0.0,0.17073571033234117,2.8970196287789856
Simplified Self-RAG,436,comparison,yes,no,0.0,0.2626848124100972,2.809513673661746
Simplified Self-RAG,437,comparison,yes,Chief of Protocol,0.0,0.14687493335626045,3.565803604837833
Simplified Self-RAG,438,comparison,I dont know,Greenwich Village,0.0,0.14067355519304175,3.510886901941375
Simplified Self-RAG,439,comparison,no,3677,0.0,0.16813735757108,3.1522726963441294
Simplified Self-RAG,440,comparison,Not stated,Kansas Song,0.0,0.188233263629752,3.2204896809592998
Simplified Self-RAG,441,comparison,no,no,0.0,0.21836007427054566,3.1904375952108674
Simplified Self-RAG,442,comparison,yes,Chief of Protocol,0.0,0.11599672981361947,3.3273872565439304
Simplified Self-RAG,443,comparison,Unknown,Greenwich Village,0.0,0.20389835737770737,2.8760149103365564
