sample_id,system,question,gold_answer,prediction,exact_match,f1_score,time_seconds
94,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.0077521825138054
95,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,YG Entertainment,1.0,1.0,2.8193072150222895
96,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,1999,1.0,1.0,3.130232662568415
97,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.3977419042709336
98,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,David Weissman,1.0,1.0,2.653082872411895
99,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,1.0,1.0,2.8323797383049025
100,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,2.894817883358777
101,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Animorphs,1.0,1.0,3.642117052173144
102,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,yes,1.0,1.0,3.373155725001377
103,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,2.769766020451743
104,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Terry Richardson,1.0,1.0,3.2920605978747313
105,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,1.0,1.0,3.446763124465892
106,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,2.6422944592026147
107,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,1986 to 2013,1.0,1.0,3.470798248279597
108,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Eenasul Fateh,1.0,1.0,3.1126517289272377
109,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.07898055015044
110,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,YG Entertainment,1.0,1.0,3.6658701781120913
111,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,1999,1.0,1.0,2.963071871587981
112,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,2.8754651123370443
113,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,David Weissman,1.0,1.0,3.099040373504601
114,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,1.0,1.0,2.9390233886925468
115,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.1436980435898194
116,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Animorphs,1.0,1.0,3.3911766920894535
117,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,yes,1.0,1.0,3.333198645757054
118,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,2.8747723578178856
119,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Terry Richardson,1.0,1.0,3.047969691360432
120,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,1.0,1.0,2.9309714239232254
121,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,2.948538173596523
122,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,1986 to 2013,1.0,1.0,3.1279211872092323
123,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Eenasul Fateh,1.0,1.0,2.9661456794112713
124,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.032963565736476
125,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,YG Entertainment,1.0,1.0,3.2980312551324937
126,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,1999,1.0,1.0,2.781433035713967
127,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,2.6984647977430973
128,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,David Weissman,1.0,1.0,3.291251756619018
129,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,1.0,1.0,3.146798617963519
130,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.174665962699456
131,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Animorphs,1.0,1.0,3.407602068616903
132,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,yes,1.0,1.0,3.761641592226817
133,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.293319945658782
134,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Terry Richardson,1.0,1.0,3.4244548164355493
135,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,1.0,1.0,2.898611085318258
136,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.8771355437398034
137,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,1986 to 2013,1.0,1.0,3.4386715881739724
138,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Eenasul Fateh,1.0,1.0,3.7037411347159965
139,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,2.297646705426734
140,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,YG Entertainment,1.0,1.0,2.8036644628847283
141,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,1999,1.0,1.0,2.8406519474227365
142,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.3878367483968796
143,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,David Weissman,1.0,1.0,3.0265008858218825
144,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,1.0,1.0,3.5768232984907606
145,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.236096907453341
146,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Animorphs,1.0,1.0,3.462098400948996
147,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,yes,1.0,1.0,2.8703879679079343
148,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.106639105030789
149,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Terry Richardson,1.0,1.0,2.9307095080332273
150,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,1.0,1.0,2.5345155557149353
151,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,2.9252042384094743
152,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,1986 to 2013,1.0,1.0,3.3998846534287854
153,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Eenasul Fateh,1.0,1.0,3.0571346414083744
154,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,2.8909377747811096
155,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,YG Entertainment,1.0,1.0,3.3398060404253136
156,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,1999,1.0,1.0,3.2478459923393634
157,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,2.9817702654079135
158,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,David Weissman,1.0,1.0,3.1815551868769365
159,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,1.0,1.0,3.1794783044746877
160,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.6845035811167306
161,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Animorphs,1.0,1.0,2.780034492349175
162,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,yes,1.0,1.0,3.1248729201922765
163,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.2793671316206097
164,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Terry Richardson,1.0,1.0,2.7793166230766624
165,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,1.0,1.0,2.7532144830450465
166,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.2645203631349267
167,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,1986 to 2013,1.0,1.0,3.2923175805560114
168,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.16565132312776118,3.2012579861600696
169,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,yes,0.0,0.1604543063564761,3.2290908147575044
170,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.20406136724260937,3.331892545936717
171,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,I dont know,0.0,0.12041712164865107,3.2245381050742448
172,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.1548444331439496,3.3561180681559386
173,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.26624660992217897,3.1077361262601793
174,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,0.0,0.26084664081190523,3.457511219033923
175,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.14987213647250655,3.2406842584550315
176,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,no,0.0,0.23426713131723154,3.1977842818402196
177,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.13524419497484122,3.0103587584573157
178,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.22279391638600382,3.275957606606996
179,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.20300679668704413,3.3151585012512834
180,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.2633796196712481,3.7296971193300896
181,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.23117853851206224,3.732327203445608
182,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.2655583772350865,2.8883449194480244
183,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.3029441546068175,3.295618828374399
184,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.2257369465018487,3.015437012274507
185,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.2251593456824828,3.2494380361129163
186,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.18933088830332545,2.3307772557593776
187,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.12519929556861198,3.2405328751572067
188,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.1303802610891953,2.9746686624351333
189,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.28005864781775924,3.1808477950167755
190,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.2711055927292333,3.316413230277205
191,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.26652706927220393,3.19898755426785
192,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.21654904906210004,2.9588739511070776
193,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,I dont know,0.0,0.12379134730392807,3.064846461107876
194,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.11253043003317059,3.0400719172214417
195,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,0.0,0.2744661836180116,3.392849327129347
196,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.19670468026516968,2.967992688587183
197,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.23711702122028916,2.977690301828053
198,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.25146172874121536,2.991144679491249
199,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.14522739221721184,3.2988158777312546
200,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,I dont know,0.0,0.3030947462476155,3.1773563690926214
201,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Not stated,0.0,0.2331824708107102,3.0902151549082095
202,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.2649282900743149,3.4056017659747706
203,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.19711489860077885,3.6625216217782395
204,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,0.0,0.16367910760984505,3.2704048189286405
205,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.27614620377812066,3.032988381024964
206,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.165785649838494,3.1036498114198294
207,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,Unknown,0.0,0.15877268783819118,3.4168521744421234
208,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.22396992893566442,3.6076212957745577
209,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.17727932397827503,3.7140906159467786
210,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.2801905672624918,3.212234840489094
211,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.20750998647826885,3.1876339758939403
212,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,I dont know,0.0,0.2695664713656193,2.9303429186691448
213,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Not stated,0.0,0.16593169760751716,2.775282808564494
214,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.2502367500664403,2.8960093060867482
215,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.22115820558391674,2.9542611400824295
216,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.29961251555540624,3.247485480002952
217,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.15827121007453596,3.2868630089399242
218,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,no,0.0,0.20771556936975744,2.4688475701961545
219,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.24812186788930457,2.827810011065646
220,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.19963490991731414,2.4216718552026086
221,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,no,0.0,0.1286106701109343,2.262778489069727
222,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.1908802257355856,2.999873194745587
223,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Not stated,0.0,0.17124120602601767,3.3596806515891022
224,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.18380409013220736,2.4697567628764405
225,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Unknown,0.0,0.21618438622915354,3.1058001794660126
226,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.3093262927918664,2.6466418066384363
227,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.176158259439186,2.9795959883053063
228,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,I dont know,0.0,0.16418328539523924,2.8919416419767723
229,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.15610760825970152,3.065224049004245
230,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.17310958880119728,2.895724295066076
231,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.3001755120786869,3.1486267751478922
232,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.14830819460210892,3.6123728339594017
233,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.16529992539373783,2.842556861592763
234,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.30532140457661133,2.9315580446976006
235,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.22935814810246033,3.430929999300788
236,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.27652567266541356,3.221105792805127
237,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.15549663269651093,3.0616883986534607
238,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Not stated,0.0,0.17045351775608708,3.2656013463734173
239,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.1353165919695963,3.41084376804924
240,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.3048589862205476,2.8627515816033657
241,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.16842732891055548,3.5016019169337413
242,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.23757393102118546,2.551971770228863
243,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.13051752935755212,2.6930857078841632
244,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.22481284392526643,3.5142764834282567
245,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,I dont know,0.0,0.2057428417212796,3.2023742653761054
246,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.14687273407801632,2.6036751198967716
247,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.1604956780985945,2.767376437901736
248,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.13281742814498487,3.1424755007205283
249,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.19014148845038792,3.2004187925245384
250,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.2254042312941636,2.524764041942254
251,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.14034540139019125,3.293644574854533
252,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.29982512847160625,3.457799608812767
253,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.308783624542044,2.718404966601714
254,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.2216146069235257,2.6459640244512252
255,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.23126353024859253,3.494481665918515
256,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.1551374274130069,2.536640589695029
257,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.18607560522930985,2.960940311724445
258,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Not stated,0.0,0.16947062650347744,3.261494718316994
259,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.3080062520933596,3.0131246493323776
260,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.2237258941248466,3.3103874449118376
261,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.23192618244902605,3.342958254678625
262,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.2995180400650756,3.252752859170952
263,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.23510300608132062,3.0299728068867804
264,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,0.0,0.24208562743840728,2.946669404800098
265,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.15797303553493847,3.219045417510055
266,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,yes,0.0,0.12501297378023357,2.6474852635356005
267,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.1917035145320053,3.1902824045812355
268,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.20398249580153716,3.1831265844839143
269,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.15629524691120514,3.3618485141388526
270,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Unknown,0.0,0.2505975116187434,3.4945658774438484
271,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.12423595203069582,3.062016125315863
272,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Not stated,0.0,0.29478220889650975,2.511256218419949
273,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,no,0.0,0.24223660857067353,3.0905288810940954
274,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.1950277932208423,3.4450180951863616
275,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,no,0.0,0.15496189005320474,2.8994495187879474
276,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.2916822890425212,2.8923640294200883
277,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.1242819673711628,3.260588264813112
278,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.26852571324648233,3.0261317588920624
279,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.25979154441392466,3.059388030822702
280,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.2942385057935276,2.9691288170398806
281,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.13487073163494162,3.076508073393071
282,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.24994673699514341,3.1426763235907544
283,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.21009443542358508,2.5798651933251833
284,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.19755177271431956,3.4168835284191017
285,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Unknown,0.0,0.11797215683672257,3.3841924818675464
286,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.256906784657123,3.2548660405978564
287,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,yes,0.0,0.16007358048240075,3.085472405010113
288,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Not stated,0.0,0.15578488314436537,2.2130196755716476
289,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,yes,0.0,0.22742458634195667,2.7339228888745573
290,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,I dont know,0.0,0.30991448337549027,2.9307709428766895
291,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.22524939692054935,2.759838847511309
292,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.2041001646503267,3.0898534149553547
293,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,no,0.0,0.2932145575853535,2.7090548409766657
294,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.3093890949865127,2.6623630205279087
